"imageId";"imageName";"localPath"
116;"Steel_kiteshield_%28Jogre%29_detail.png";"./assets/item_images_detail/Steel_kiteshield_%28Jogre%29_detail.png"
117;"Steel_kiteshield_%28Kandarin%29_detail.png";"./assets/item_images_detail/Steel_kiteshield_%28Kandarin%29_detail.png"
118;"Steel_kiteshield_%28Misthalin%29_detail.png";"./assets/item_images_detail/Steel_kiteshield_%28Misthalin%29_detail.png"
119;"Steel_kiteshield_%28Money%29_detail.png";"./assets/item_images_detail/Steel_kiteshield_%28Money%29_detail.png"
120;"Steel_kiteshield_%28Saradomin%29_detail.png";"./assets/item_images_detail/Steel_kiteshield_%28Saradomin%29_detail.png"
121;"Steel_kiteshield_%28Skull%29_detail.png";"./assets/item_images_detail/Steel_kiteshield_%28Skull%29_detail.png"
122;"Adamant_kiteshield_%28t%29_detail.png";"./assets/item_images_detail/Adamant_kiteshield_%28t%29_detail.png"
123;"Steel_kiteshield_%28Varrock%29_detail.png";"./assets/item_images_detail/Steel_kiteshield_%28Varrock%29_detail.png"
124;"Steel_kiteshield_%28Zamorak%29_detail.png";"./assets/item_images_detail/Steel_kiteshield_%28Zamorak%29_detail.png"
125;"Adamant_knife_detail.png";"./assets/item_images_detail/Adamant_knife_detail.png"
126;"Adamant_longsword_detail.png";"./assets/item_images_detail/Adamant_longsword_detail.png"
127;"Adamant_mace_detail.png";"./assets/item_images_detail/Adamant_mace_detail.png"
128;"Adamant_med_helm_detail.png";"./assets/item_images_detail/Adamant_med_helm_detail.png"
129;"Adamant_pickaxe_detail.png";"./assets/item_images_detail/Adamant_pickaxe_detail.png"
130;"Adamant_platebody_detail.png";"./assets/item_images_detail/Adamant_platebody_detail.png"
131;"Adamant_platebody_%28g%29_detail.png";"./assets/item_images_detail/Adamant_platebody_%28g%29_detail.png"
132;"Adamant_platebody_%28h1%29_detail.png";"./assets/item_images_detail/Adamant_platebody_%28h1%29_detail.png"
133;"Adamant_platebody_%28h2%29_detail.png";"./assets/item_images_detail/Adamant_platebody_%28h2%29_detail.png"
134;"Adamant_platebody_%28h3%29_detail.png";"./assets/item_images_detail/Adamant_platebody_%28h3%29_detail.png"
135;"Adamant_platebody_%28h4%29_detail.png";"./assets/item_images_detail/Adamant_platebody_%28h4%29_detail.png"
136;"Adamant_platebody_%28h5%29_detail.png";"./assets/item_images_detail/Adamant_platebody_%28h5%29_detail.png"
137;"Adamant_platebody_%28t%29_detail.png";"./assets/item_images_detail/Adamant_platebody_%28t%29_detail.png"
138;"Adamant_platelegs_detail.png";"./assets/item_images_detail/Adamant_platelegs_detail.png"
139;"Adamant_platelegs_%28g%29_detail.png";"./assets/item_images_detail/Adamant_platelegs_%28g%29_detail.png"
140;"Adamant_platelegs_%28t%29_detail.png";"./assets/item_images_detail/Adamant_platelegs_%28t%29_detail.png"
141;"Adamant_plateskirt_detail.png";"./assets/item_images_detail/Adamant_plateskirt_detail.png"
142;"Adamant_plateskirt_%28g%29_detail.png";"./assets/item_images_detail/Adamant_plateskirt_%28g%29_detail.png"
143;"Adamant_plateskirt_%28t%29_detail.png";"./assets/item_images_detail/Adamant_plateskirt_%28t%29_detail.png"
144;"Adamant_scimitar_detail.png";"./assets/item_images_detail/Adamant_scimitar_detail.png"
145;"Adamant_shield_%28h1%29_detail.png";"./assets/item_images_detail/Adamant_shield_%28h1%29_detail.png"
146;"Adamant_shield_%28h2%29_detail.png";"./assets/item_images_detail/Adamant_shield_%28h2%29_detail.png"
147;"Adamant_shield_%28h3%29_detail.png";"./assets/item_images_detail/Adamant_shield_%28h3%29_detail.png"
148;"Adamant_shield_%28h4%29_detail.png";"./assets/item_images_detail/Adamant_shield_%28h4%29_detail.png"
149;"Adamant_shield_%28h5%29_detail.png";"./assets/item_images_detail/Adamant_shield_%28h5%29_detail.png"
150;"Adamant_spear_detail.png";"./assets/item_images_detail/Adamant_spear_detail.png"
151;"Adamant_sq_shield_detail.png";"./assets/item_images_detail/Adamant_sq_shield_detail.png"
152;"Adamant_sword_detail.png";"./assets/item_images_detail/Adamant_sword_detail.png"
153;"Adamant_thrownaxe_detail.png";"./assets/item_images_detail/Adamant_thrownaxe_detail.png"
154;"Adamant_warhammer_detail.png";"./assets/item_images_detail/Adamant_warhammer_detail.png"
155;"Afro_detail.png";"./assets/item_images_detail/Afro_detail.png"
156;"Agility_cape_detail.png";"./assets/item_images_detail/Agility_cape_detail.png"
157;"Agility_hood_detail.png";"./assets/item_images_detail/Agility_hood_detail.png"
158;"Ahrim%27s_robeskirt_detail.png";"./assets/item_images_detail/Ahrim%27s_robeskirt_detail.png"
159;"Ahrim%27s_robetop_detail.png";"./assets/item_images_detail/Ahrim%27s_robetop_detail.png"
160;"Ahrim%27s_staff_detail.png";"./assets/item_images_detail/Ahrim%27s_staff_detail.png"
161;"Air_battlestaff_detail.png";"./assets/item_images_detail/Air_battlestaff_detail.png"
162;"Air_tiara_detail.png";"./assets/item_images_detail/Air_tiara_detail.png"
163;"Ale_of_the_gods_detail.png";"./assets/item_images_detail/Ale_of_the_gods_detail.png"
164;"Amethyst_arrow_detail.png";"./assets/item_images_detail/Amethyst_arrow_detail.png"
165;"Amethyst_broad_bolts_detail.png";"./assets/item_images_detail/Amethyst_broad_bolts_detail.png"
166;"Amethyst_javelin_detail.png";"./assets/item_images_detail/Amethyst_javelin_detail.png"
167;"Amulet_of_accuracy_detail.png";"./assets/item_images_detail/Amulet_of_accuracy_detail.png"
168;"Amulet_of_avarice_detail.png";"./assets/item_images_detail/Amulet_of_avarice_detail.png"
169;"Amulet_of_bounty_detail.png";"./assets/item_images_detail/Amulet_of_bounty_detail.png"
170;"Amulet_of_defence_detail.png";"./assets/item_images_detail/Amulet_of_defence_detail.png"
171;"Amulet_of_defence_%28t%29_detail.png";"./assets/item_images_detail/Amulet_of_defence_%28t%29_detail.png"
172;"Amulet_of_eternal_glory_detail.png";"./assets/item_images_detail/Amulet_of_eternal_glory_detail.png"
173;"Amulet_of_fury_detail.png";"./assets/item_images_detail/Amulet_of_fury_detail.png"
174;"Amulet_of_fury_%28or%29_detail.png";"./assets/item_images_detail/Amulet_of_fury_%28or%29_detail.png"
175;"Amulet_of_glory_detail.png";"./assets/item_images_detail/Amulet_of_glory_detail.png"
176;"Amulet_of_glory_%28t%29_%28uncharged%29_detail.png";"./assets/item_images_detail/Amulet_of_glory_%28t%29_%28uncharged%29_detail.png"
177;"Amulet_of_magic_detail.png";"./assets/item_images_detail/Amulet_of_magic_detail.png"
178;"Amulet_of_magic_%28t%29_detail.png";"./assets/item_images_detail/Amulet_of_magic_%28t%29_detail.png"
179;"Amulet_of_nature_detail.png";"./assets/item_images_detail/Amulet_of_nature_detail.png"
180;"Amulet_of_power_detail.png";"./assets/item_images_detail/Amulet_of_power_detail.png"
181;"Amulet_of_power_%28t%29_detail.png";"./assets/item_images_detail/Amulet_of_power_%28t%29_detail.png"
182;"Amulet_of_strength_detail.png";"./assets/item_images_detail/Amulet_of_strength_detail.png"
183;"Amulet_of_the_damned_detail.png";"./assets/item_images_detail/Amulet_of_the_damned_detail.png"
184;"Amulet_of_torture_detail.png";"./assets/item_images_detail/Amulet_of_torture_detail.png"
185;"Amulet_of_torture_%28or%29_detail.png";"./assets/item_images_detail/Amulet_of_torture_%28or%29_detail.png"
186;"Ancestral_hat_detail.png";"./assets/item_images_detail/Ancestral_hat_detail.png"
187;"Ancestral_robe_bottom_detail.png";"./assets/item_images_detail/Ancestral_robe_bottom_detail.png"
188;"Ancestral_robe_top_detail.png";"./assets/item_images_detail/Ancestral_robe_top_detail.png"
189;"Ancient_blessing_detail.png";"./assets/item_images_detail/Ancient_blessing_detail.png"
190;"Ancient_bracers_detail.png";"./assets/item_images_detail/Ancient_bracers_detail.png"
191;"Ancient_chaps_detail.png";"./assets/item_images_detail/Ancient_chaps_detail.png"
192;"Ancient_cloak_detail.png";"./assets/item_images_detail/Ancient_cloak_detail.png"
193;"Ancient_coif_detail.png";"./assets/item_images_detail/Ancient_coif_detail.png"
194;"Ancient_crozier_detail.png";"./assets/item_images_detail/Ancient_crozier_detail.png"
195;"Ancient_d%27hide_detail.png";"./assets/item_images_detail/Ancient_d%27hide_detail.png"
196;"Ancient_d%27hide_boots_detail.png";"./assets/item_images_detail/Ancient_d%27hide_boots_detail.png"
197;"Ancient_d%27hide_shield_detail.png";"./assets/item_images_detail/Ancient_d%27hide_shield_detail.png"
198;"Ancient_full_helm_detail.png";"./assets/item_images_detail/Ancient_full_helm_detail.png"
199;"Ancient_gorilla_greegree_detail.png";"./assets/item_images_detail/Ancient_gorilla_greegree_detail.png"
200;"Ancient_kiteshield_detail.png";"./assets/item_images_detail/Ancient_kiteshield_detail.png"
201;"Ancient_mace_detail.png";"./assets/item_images_detail/Ancient_mace_detail.png"
202;"Ancient_mitre_detail.png";"./assets/item_images_detail/Ancient_mitre_detail.png"
203;"Ancient_platebody_detail.png";"./assets/item_images_detail/Ancient_platebody_detail.png"
204;"Ancient_platelegs_detail.png";"./assets/item_images_detail/Ancient_platelegs_detail.png"
205;"Ancient_plateskirt_detail.png";"./assets/item_images_detail/Ancient_plateskirt_detail.png"
206;"Ancient_robe_legs_detail.png";"./assets/item_images_detail/Ancient_robe_legs_detail.png"
207;"Ancient_robe_top_detail.png";"./assets/item_images_detail/Ancient_robe_top_detail.png"
208;"Ancient_staff_detail.png";"./assets/item_images_detail/Ancient_staff_detail.png"
209;"Ancient_stole_detail.png";"./assets/item_images_detail/Ancient_stole_detail.png"
210;"Ancient_wyvern_shield_%28uncharged%29_detail.png";"./assets/item_images_detail/Ancient_wyvern_shield_%28uncharged%29_detail.png"
211;"Anger_battleaxe_detail.png";"./assets/item_images_detail/Anger_battleaxe_detail.png"
212;"Anger_mace_detail.png";"./assets/item_images_detail/Anger_mace_detail.png"
213;"Anger_spear_detail.png";"./assets/item_images_detail/Anger_spear_detail.png"
214;"Anger_sword_detail.png";"./assets/item_images_detail/Anger_sword_detail.png"
215;"Angler_boots_detail.png";"./assets/item_images_detail/Angler_boots_detail.png"
216;"Angler_top_detail.png";"./assets/item_images_detail/Angler_top_detail.png"
217;"Angler_waders_detail.png";"./assets/item_images_detail/Angler_waders_detail.png"
218;"Ankou_gloves_detail.png";"./assets/item_images_detail/Ankou_gloves_detail.png"
219;"Ankou_socks_detail.png";"./assets/item_images_detail/Ankou_socks_detail.png"
220;"Ankou_top_detail.png";"./assets/item_images_detail/Ankou_top_detail.png"
221;"Ankou%27s_leggings_detail.png";"./assets/item_images_detail/Ankou%27s_leggings_detail.png"
222;"Anti-dragon_shield_detail.png";"./assets/item_images_detail/Anti-dragon_shield_detail.png"
223;"Anti-panties_detail.png";"./assets/item_images_detail/Anti-panties_detail.png"
224;"Antisanta_boots_detail.png";"./assets/item_images_detail/Antisanta_boots_detail.png"
225;"Antisanta_gloves_detail.png";"./assets/item_images_detail/Antisanta_gloves_detail.png"
226;"Antisanta_jacket_detail.png";"./assets/item_images_detail/Antisanta_jacket_detail.png"
227;"Antisanta_mask_detail.png";"./assets/item_images_detail/Antisanta_mask_detail.png"
228;"Antisanta_pantaloons_detail.png";"./assets/item_images_detail/Antisanta_pantaloons_detail.png"
229;"Apprentice_wand_detail.png";"./assets/item_images_detail/Apprentice_wand_detail.png"
230;"Arcane_spirit_shield_detail.png";"./assets/item_images_detail/Arcane_spirit_shield_detail.png"
231;"Arceuus_banner_detail.png";"./assets/item_images_detail/Arceuus_banner_detail.png"
232;"Arceuus_hood_detail.png";"./assets/item_images_detail/Arceuus_hood_detail.png"
233;"Arceuus_scarf_detail.png";"./assets/item_images_detail/Arceuus_scarf_detail.png"
234;"Archer_helm_detail.png";"./assets/item_images_detail/Archer_helm_detail.png"
235;"Archers_ring_detail.png";"./assets/item_images_detail/Archers_ring_detail.png"
236;"Archers_ring_%28i%29_detail.png";"./assets/item_images_detail/Archers_ring_%28i%29_detail.png"
237;"Arclight_detail.png";"./assets/item_images_detail/Arclight_detail.png"
238;"Ardougne_cloak_1_detail.png";"./assets/item_images_detail/Ardougne_cloak_1_detail.png"
239;"Ardougne_cloak_2_detail.png";"./assets/item_images_detail/Ardougne_cloak_2_detail.png"
240;"Ardougne_cloak_3_detail.png";"./assets/item_images_detail/Ardougne_cloak_3_detail.png"
241;"Ardougne_cloak_4_detail.png";"./assets/item_images_detail/Ardougne_cloak_4_detail.png"
242;"Ardougne_max_cape_detail.png";"./assets/item_images_detail/Ardougne_max_cape_detail.png"
243;"Ardougne_max_hood_detail.png";"./assets/item_images_detail/Ardougne_max_hood_detail.png"
244;"Armadyl_bracers_detail.png";"./assets/item_images_detail/Armadyl_bracers_detail.png"
245;"Armadyl_chainskirt_detail.png";"./assets/item_images_detail/Armadyl_chainskirt_detail.png"
246;"Armadyl_chaps_detail.png";"./assets/item_images_detail/Armadyl_chaps_detail.png"
247;"Armadyl_chestplate_detail.png";"./assets/item_images_detail/Armadyl_chestplate_detail.png"
248;"Armadyl_coif_detail.png";"./assets/item_images_detail/Armadyl_coif_detail.png"
249;"Armadyl_crossbow_detail.png";"./assets/item_images_detail/Armadyl_crossbow_detail.png"
250;"Armadyl_crozier_detail.png";"./assets/item_images_detail/Armadyl_crozier_detail.png"
251;"Armadyl_d%27hide_detail.png";"./assets/item_images_detail/Armadyl_d%27hide_detail.png"
252;"Armadyl_d%27hide_boots_detail.png";"./assets/item_images_detail/Armadyl_d%27hide_boots_detail.png"
253;"Armadyl_d%27hide_shield_detail.png";"./assets/item_images_detail/Armadyl_d%27hide_shield_detail.png"
254;"Armadyl_full_helm_detail.png";"./assets/item_images_detail/Armadyl_full_helm_detail.png"
255;"Armadyl_godsword_detail.png";"./assets/item_images_detail/Armadyl_godsword_detail.png"
256;"Armadyl_godsword_%28or%29_detail.png";"./assets/item_images_detail/Armadyl_godsword_%28or%29_detail.png"
257;"Armadyl_helmet_detail.png";"./assets/item_images_detail/Armadyl_helmet_detail.png"
258;"Armadyl_kiteshield_detail.png";"./assets/item_images_detail/Armadyl_kiteshield_detail.png"
259;"Armadyl_mitre_detail.png";"./assets/item_images_detail/Armadyl_mitre_detail.png"
260;"Armadyl_pendant_detail.png";"./assets/item_images_detail/Armadyl_pendant_detail.png"
261;"Armadyl_platebody_detail.png";"./assets/item_images_detail/Armadyl_platebody_detail.png"
262;"Armadyl_platelegs_detail.png";"./assets/item_images_detail/Armadyl_platelegs_detail.png"
263;"Armadyl_plateskirt_detail.png";"./assets/item_images_detail/Armadyl_plateskirt_detail.png"
264;"Armadyl_robe_legs_detail.png";"./assets/item_images_detail/Armadyl_robe_legs_detail.png"
265;"Armadyl_robe_top_detail.png";"./assets/item_images_detail/Armadyl_robe_top_detail.png"
266;"Armadyl_stole_detail.png";"./assets/item_images_detail/Armadyl_stole_detail.png"
267;"Assembler_max_cape_detail.png";"./assets/item_images_detail/Assembler_max_cape_detail.png"
268;"Assembler_max_hood_detail.png";"./assets/item_images_detail/Assembler_max_hood_detail.png"
269;"Assorted_flowers_detail.png";"./assets/item_images_detail/Assorted_flowers_detail.png"
270;"Astral_tiara_detail.png";"./assets/item_images_detail/Astral_tiara_detail.png"
271;"Attack_cape_detail.png";"./assets/item_images_detail/Attack_cape_detail.png"
272;"Attack_hood_detail.png";"./assets/item_images_detail/Attack_hood_detail.png"
273;"Ava%27s_accumulator_detail.png";"./assets/item_images_detail/Ava%27s_accumulator_detail.png"
274;"Ava%27s_assembler_detail.png";"./assets/item_images_detail/Ava%27s_assembler_detail.png"
275;"Ava%27s_attractor_detail.png";"./assets/item_images_detail/Ava%27s_attractor_detail.png"
276;"Avernic_defender_detail.png";"./assets/item_images_detail/Avernic_defender_detail.png"
277;"Bandana_eyepatch_%28blue%29_detail.png";"./assets/item_images_detail/Bandana_eyepatch_%28blue%29_detail.png"
